Time[s],XJ3_ACAN_CMX_V0.96::BCS_2_A::BCS_VehSpd[km/h],XJ3_ACAN_CMX_V0.96::EPS_1::EPS_StrngWhlTorq[Nm]
329.621231,,1.3
329.627037,75.7125,
329.63721,75.7125,
329.640966,,1.1
329.647061,75.65625,
329.657211,75.6,
329.660932,,1.1
329.667064,75.54375,
329.67722,75.4875,
329.680924,,1.1
329.687071,75.43125,
329.697203,75.43125,
329.700928,,1.1
329.707052,75.43125,
329.717205,75.375,
329.721253,,1.2
329.727064,75.375,
329.73721,75.375,
329.741003,,1.2
329.747045,75.20625,
329.757208,75.15,
329.760909,,1.2
329.767069,75.0375,
329.777213,74.86875,
329.78091,,1.1
329.787062,74.8125,
329.79721,74.8125,
329.800907,,1.2
329.807081,74.8125,
329.817201,74.75625,
329.821239,,1.3
329.827043,74.5875,
329.837214,74.5875,
329.840971,,1.3
329.847075,74.5875,
329.857198,74.5875,
329.860894,,1.2
329.867051,74.5875,
329.877212,74.53125,
329.880892,,1.1
329.887063,74.3625,
329.897111,74.25,
329.900887,,1.2
329.907044,74.25,
329.917204,74.25,
329.921241,,1.2
329.927048,74.19375,
329.937208,74.025,
329.940978,,1.3
329.947048,74.025,
329.957195,73.9125,
329.96087,,1.2
329.967051,73.85625,
329.977189,73.85625,
329.980968,,1.3
329.987065,73.85625,
329.997206,73.74375,
330.000891,,1.4
330.007052,73.575,
330.017204,73.51875,
330.021233,,1.4
330.027033,73.51875,
330.037204,73.40625,
330.040964,,1.4
330.047053,73.35,
330.057199,73.29375,
330.060852,,1.5
330.067034,73.2375,
330.0772,73.18125,
330.080849,,1.5
330.08705,73.125,
330.097213,73.06875,
330.10101,,1.6
330.107057,73.0125,
330.117198,72.7875,
330.12123,,1.6
330.127055,72.7875,
330.137207,72.7875,
330.140976,,1.5
330.147036,72.73125,
330.157199,72.675,
330.160836,,1.4
330.167044,72.675,
330.177184,72.61875,
330.180963,,1.4
330.187046,72.5625,
330.197187,72.50625,
330.200833,,1.4
330.20705,72.50625,
330.217194,72.45,
330.221234,,1.5
330.227053,72.3375,
330.237224,72.225,
330.241001,,1.5
330.24706,72.225,
330.257192,72.16875,
330.260816,,1.6
330.267045,72.1125,
330.277198,72.05625,
330.28081,,1.6
330.287055,71.94375,
330.297215,71.775,
330.300806,,1.5
330.307043,71.71875,
330.317218,71.71875,
330.321003,,1.4
330.327057,71.71875,
330.337219,71.60625,
330.34098,,1.5
330.347061,71.55,
330.357192,71.38125,
330.360821,,1.5
330.367049,71.38125,
330.377191,71.325,
330.380978,,1.4
330.387042,71.26875,
330.397211,71.26875,
330.400783,,1.4
330.407058,71.15625,
330.417191,71.04375,
330.420783,,1.4
330.427041,70.93125,
330.437221,70.93125,
330.440783,,1.4
330.447065,70.93125,
330.457197,70.81875,
330.460777,,1.4
330.466938,70.70625,
330.477207,70.70625,
330.480774,,1.4
330.48705,70.65,
330.497207,70.65,
330.500772,,1.5
330.507058,70.59375,
330.517196,70.59375,
330.520769,,1.5
330.527052,70.48125,
330.537209,70.425,
330.54079,,1.5
330.547047,70.36875,
330.557207,70.3125,
330.560756,,1.6
330.56707,70.25625,
330.577202,70.14375,
330.580979,,1.6
330.58706,70.0875,
330.597207,70.0875,
330.600762,,1.7
330.607053,70.03125,
330.61721,70.03125,
330.620748,,1.7
330.627046,69.8625,
330.63721,69.75,
330.640746,,1.7
330.64707,69.6375,
330.657203,69.6375,
330.660738,,1.7
330.667043,69.58125,
330.677212,69.58125,
330.680733,,1.7
330.687071,69.46875,
330.697216,69.3,
330.700771,,1.6
330.707058,69.3,
330.717214,69.24375,
330.720753,,1.6
330.727055,69.1875,
330.737218,69.075,
330.740752,,1.6
330.747064,69.01875,
330.757211,69.01875,
330.76072,,1.7
330.767056,68.90625,
330.777198,68.85,
330.780728,,1.7
330.787079,68.85,
330.797228,68.7375,
330.800752,,1.7
330.807055,68.68125,
330.817192,68.68125,
330.82071,,1.6
330.827071,68.5125,
330.837213,68.5125,
330.840741,,1.6
330.847059,68.5125,
330.857208,68.5125,
330.860698,,1.6
330.867046,68.45625,
330.877204,68.34375,
330.880689,,1.6
330.887062,68.34375,
330.897213,68.2875,
330.900755,,1.5
330.907059,68.23125,
330.917231,68.11875,
330.920685,,1.4
330.927079,68.0625,
330.93723,67.95,
330.940764,,1.3
330.947076,67.89375,
330.957211,67.89375,
330.960675,,1.3
330.967082,67.8375,
330.977214,67.66875,
330.980731,,1.2
330.987062,67.66875,
330.997237,67.6125,
331.000772,,1.2
331.007072,67.5,
331.017224,67.44375,
331.020762,,1.2
331.027078,67.3875,
331.037256,67.275,
331.040781,,1.1
331.047091,67.21875,
331.057228,67.10625,
331.060671,,1.1
331.067083,67.05,
331.077225,67.05,
331.080702,,1.1
331.087064,66.9375,
331.097231,66.825,
331.100785,,1
331.107076,66.825,
331.117226,66.7125,
331.120664,,1
331.127074,66.7125,
331.137236,66.6,
331.140766,,1
331.147064,66.6,
331.157234,66.6,
331.160658,,1
331.167086,66.54375,
331.177234,66.54375,
331.180765,,0.8
331.187082,66.375,
331.197229,66.375,
331.200776,,0.7
331.207072,66.31875,
331.217218,66.2625,
331.220644,,0.8
331.227058,66.15,
331.237228,66.15,
331.240751,,0.7
331.247085,66.0375,
331.257225,65.925,
331.260667,,0.6
331.267062,65.925,
331.277229,65.925,
331.28063,,0.6
331.28708,65.86875,
331.297238,65.8125,
331.300759,,0.6
331.307066,65.75625,
331.317227,65.5875,
331.320606,,0.6
331.327065,65.53125,
331.337256,65.475,
331.340791,,0.5
331.347077,65.3625,
331.357222,65.3625,
331.360616,,0.4
331.367076,65.30625,
331.377213,65.19375,
331.380614,,0.4
331.387073,65.1375,
331.397227,65.1375,
331.400752,,0.3
331.407088,65.08125,
331.417247,65.08125,
331.420772,,0.2
331.427093,64.9125,
331.437254,64.8,
331.440807,,0.2
331.447098,64.6875,
331.457242,64.6875,
331.4606,,0.1
331.466989,64.6875,
331.47723,64.575,
331.480597,,0
331.487087,64.40625,
331.497279,64.29375,
331.50081,,0
331.507083,64.29375,
331.517245,64.2375,
331.520788,,-0.1
331.527107,64.2375,
331.537261,64.2375,
331.540807,,-0.1
331.547107,64.0125,
331.557256,64.0125,
331.560579,,0
331.567099,63.95625,
331.577253,63.95625,
331.580575,,0
331.5871,63.9,
331.597257,63.84375,
331.600574,,-0.1
331.607094,63.675,
331.617227,63.61875,
331.620748,,-0.2
331.627089,63.61875,
331.63725,63.5625,
331.640791,,-0.3
331.647096,63.5625,
331.65724,63.50625,
331.660559,,-0.2
331.667111,63.3375,
331.67725,63.1125,
331.680557,,-0.3
331.687099,63.1125,
331.697262,63.1125,
331.700551,,-0.5
331.707094,63.1125,
331.717248,63.1125,
331.720771,,-0.6
331.7271,62.8875,
331.737271,62.8875,
331.740583,,-0.5
331.747097,62.71875,
331.75725,62.71875,
331.760541,,-0.6
331.767111,62.71875,
331.77724,62.71875,
331.780537,,-0.5
331.787092,62.71875,
331.797267,62.55,
331.800573,,-0.4
331.807125,62.4375,
331.817246,62.4375,
331.820535,,-0.3
331.827097,62.38125,
331.837266,62.38125,
331.840568,,-0.3
331.847122,62.26875,
331.857237,62.2125,
331.860528,,-0.4
331.867084,62.15625,
331.877257,62.1,
331.880541,,-0.6
331.887092,62.04375,
331.897116,61.93125,
331.900637,,-0.7
331.907102,61.93125,
331.917245,61.93125,
331.920522,,-0.6
331.927099,61.93125,
331.937277,61.7625,
331.940586,,-0.6
331.947109,61.70625,
331.957247,61.59375,
331.960533,,-0.6
331.967096,61.48125,
331.977244,61.425,
331.980548,,-0.5
331.987085,61.36875,
331.997249,61.36875,
332.000551,,-0.5
332.007095,61.2,
332.017242,61.14375,
332.020523,,-0.6
332.027086,61.0875,
332.03726,61.0875,
332.040556,,-0.5
332.047104,61.03125,
332.057241,60.91875,
332.06052,,-0.6
332.06709,60.91875,
332.077245,60.8625,
332.080525,,-0.7
332.087107,60.8625,
332.097265,60.75,
332.100589,,-0.7
332.107089,60.69375,
332.117254,60.6375,
332.120543,,-0.7
332.12709,60.525,
332.137255,60.525,
332.140565,,-0.7
332.147081,60.46875,
332.157236,60.4125,
332.160527,,-0.7
332.167089,60.35625,
332.177244,60.3,
332.180547,,-0.8
332.187088,60.24375,
332.197255,60.24375,
332.200555,,-0.8
332.20711,60.1875,
332.217249,60.13125,
332.22055,,-0.6
332.227107,60.13125,
332.237256,60.075,
332.240553,,-0.7
332.247105,59.90625,
332.257245,59.85,
332.260535,,-0.8
332.267087,59.79375,
332.277247,59.68125,
332.280531,,-0.9
332.287088,59.68125,
332.297255,59.56875,
332.300553,,-0.8
332.307091,59.4,
332.317259,59.4,
332.32056,,-0.8
332.327104,59.4,
332.337261,59.34375,
332.340569,,-0.7
332.347093,59.2875,
332.357271,59.23125,
332.360566,,-0.6
332.367114,59.0625,
332.377248,59.00625,
332.380538,,-0.7
332.387106,58.89375,
332.397273,58.8375,
332.40058,,-0.7
332.407103,58.725,
332.417259,58.6125,
332.420553,,-0.6
332.427099,58.5,
332.437284,58.5,
332.44057,,-0.7
332.447122,58.5,
332.457253,58.44375,
332.460547,,-0.8
332.467032,58.44375,
332.477264,58.3875,
332.480559,,-0.7
332.487125,58.21875,
332.497282,58.21875,
332.50059,,-0.6
332.507134,58.3875,
332.517256,58.33125,
332.52055,,-0.6
332.52711,57.88125,
332.537284,57.7125,
332.540583,,-0.8
332.547111,57.7125,
332.557253,57.76875,
332.56054,,-0.5
332.567104,57.88125,
332.577252,57.88125,
332.580544,,-0.7
332.587104,57.825,
332.597255,57.65625,
332.600579,,-0.8
332.607122,57.6,
332.617251,57.6,
332.620556,,-0.7
332.627114,57.6,
332.637285,57.6,
332.640581,,-0.9
332.647137,57.54375,
332.657266,57.54375,
332.66056,,-0.9
332.667109,57.375,
332.677269,57.2625,
332.680555,,-0.8
332.687117,57.2625,
332.697245,57.20625,
332.700558,,-0.5
332.707094,57.20625,
332.717289,57.09375,
332.720347,,-0.7
332.727127,56.98125,
332.737289,56.925,
332.740354,,-0.8
332.747128,56.86875,
332.757261,56.75625,
332.760567,,-0.6
332.767118,56.75625,
332.777265,56.64375,
332.780336,,-0.8
332.787031,56.5875,
332.797281,56.53125,
332.800361,,-0.9
332.807115,56.41875,
332.817273,56.3625,
332.820343,,-0.8
332.827107,56.30625,
332.837285,56.30625,
332.84034,,-0.8
332.847114,56.19375,
332.857252,56.1375,
332.860551,,-0.7
332.867113,56.08125,
332.877264,55.96875,
332.880553,,-0.7
332.887109,55.9125,
332.897217,55.85625,
332.90052,,-0.7
332.907117,55.8,
332.917272,55.74375,
332.920328,,-0.8
332.92713,55.6875,
332.937268,55.6875,
332.940342,,-0.9
332.947106,55.63125,
332.957278,55.51875,
332.960347,,-1.1
332.96712,55.35,
332.977264,55.35,
332.980328,,-1
332.987115,55.29375,
332.997281,55.2375,
333.000337,,-1.2
333.007105,55.2375,
333.017251,55.18125,
333.020311,,-1.2
333.027107,55.06875,
333.037269,55.0125,
333.040321,,-1.2
333.047121,55.0125,
333.057256,54.9,
333.060548,,-1.2
333.067112,54.84375,
333.077268,54.84375,
333.080332,,-1.2
333.087114,54.73125,
333.097272,54.73125,
333.100352,,-1.2
333.107116,54.5625,
333.117271,54.45,
333.120333,,-1.2
333.127111,54.45,
333.137282,54.45,
333.140352,,-1.3
333.147104,54.39375,
333.157259,54.28125,
333.160315,,-1.3
333.167108,54.16875,
333.177237,54.1125,
333.180284,,-1.3
333.187107,54.05625,
333.197181,54,
333.200468,,-1.3
333.207114,54,
333.217261,53.94375,
333.220313,,-1.2
333.227107,53.775,
333.237273,53.775,
333.240318,,-1.1
333.247112,53.71875,
333.257256,53.71875,
333.260324,,-1.1
333.267098,53.60625,
333.277258,53.49375,
333.280327,,-1.1
333.287108,53.4375,
333.297274,53.38125,
333.300343,,-1.1
333.307111,53.325,
333.317256,53.325,
333.320315,,-1.2
333.327105,53.26875,
333.337275,53.15625,
333.340332,,-1.2
333.347116,53.04375,
333.357251,52.93125,
333.360302,,-1.3
333.367105,52.875,
333.377278,52.875,
333.380335,,-1.4
333.387114,52.875,
333.39727,52.81875,
333.400329,,-1.2
333.407109,52.7625,
333.417263,52.65,
333.420318,,-1.2
333.427095,52.59375,
333.43727,52.5375,
333.440324,,-1.4
333.447129,52.48125,
333.457253,52.425,
333.460293,,-1.4
333.467073,52.36875,
333.477253,52.25625,
333.480301,,-1.3
333.487114,52.2,
333.49727,52.14375,
333.500335,,-1.3
333.507108,52.0875,
333.517262,52.03125,
333.520315,,-1.2
333.527115,52.03125,
333.537278,51.91875,
333.540334,,-1.2
333.547109,51.80625,
333.557269,51.80625,
333.56031,,-1.3
333.567112,51.80625,
333.577256,51.75,
333.580308,,-1.3
333.586949,51.6375,
333.597267,51.46875,
333.600363,,-1.4
333.60711,51.46875,
333.617258,51.46875,
333.620311,,-1.4
333.627116,51.35625,
333.637275,51.3,
333.640316,,-1.4
333.647122,51.24375,
333.657262,51.1875,
333.660311,,-1.4
333.667104,51.1875,
333.677263,51.01875,
333.680313,,-1.2
333.687126,50.9625,
333.697274,50.90625,
333.700317,,-1.2
333.707118,50.85,
333.717272,50.85,
333.720326,,-1.2
333.727115,50.79375,
333.737277,50.68125,
333.740342,,-1.2
333.747118,50.56875,
333.757264,50.56875,
333.760323,,-1.2
333.767128,50.45625,
333.77726,50.45625,
333.780313,,-1.2
333.787109,50.2875,
333.79729,50.2875,
333.800351,,-1.2
333.807126,50.23125,
333.817266,50.175,
333.820319,,-1.2
333.827109,50.11875,
333.837285,50.00625,
333.840335,,-1.2
333.847136,49.95,
333.857272,49.95,
333.860322,,-1.3
333.867124,49.8375,
333.877268,49.8375,
333.880309,,-1.3
333.887141,49.725,
333.897273,49.66875,
333.900329,,-1.3
333.907116,49.55625,
333.917272,49.5,
333.920333,,-1.4
333.927119,49.44375,
333.937284,49.3875,
333.94035,,-1.3
333.947114,49.3875,
333.957261,49.33125,
333.960313,,-1.3
333.967113,49.275,
333.977277,49.1625,
333.980328,,-1.3
333.98711,49.10625,
333.997283,49.10625,
334.000348,,-1.3
334.007133,48.9375,
334.017263,48.9375,
334.020318,,-1.3
334.027122,48.88125,
334.037287,48.825,
334.040332,,-1.4
334.047144,48.76875,
334.057266,48.76875,
334.060312,,-1.4
334.067122,48.7125,
334.077282,48.6,
334.080336,,-1.5
334.087121,48.4875,
334.097278,48.375,
334.10035,,-1.6
334.107126,48.375,
334.117285,48.31875,
334.120095,,-1.5
334.127118,48.2625,
334.137289,48.20625,
334.140355,,-1.5
334.147127,48.09375,
334.157273,48.09375,
334.16009,,-1.6
334.167121,48.0375,
334.177269,47.925,
334.180307,,-1.6
334.18713,47.925,
334.197287,47.8125,
334.200104,,-1.4
334.20712,47.75625,
334.217275,47.75625,
334.220098,,-1.3
334.227126,47.64375,
334.237291,47.5875,
334.240108,,-1.5
334.247132,47.475,
334.257275,47.41875,
334.260083,,-1.5
334.267113,47.41875,
334.277277,47.30625,
334.280093,,-1.6
334.287132,47.25,
334.29728,47.25,
334.300091,,-1.7
334.307126,47.1375,
334.317284,47.08125,
334.320093,,-1.8
334.327128,46.96875,
334.337291,46.9125,
334.34011,,-1.8
334.347119,46.9125,
334.357281,46.85625,
334.360093,,-1.7
334.367127,46.8,
334.377279,46.6875,
334.380098,,-1.6
334.387119,46.6875,
334.397324,46.575,
334.400149,,-1.6
334.407139,46.575,
334.417268,46.575,
334.420091,,-1.7
334.427127,46.40625,
334.437285,46.35,
334.440085,,-1.8
334.447135,46.29375,
334.45728,46.2375,
334.460093,,-1.8
334.467115,46.18125,
334.477273,46.18125,
334.48008,,-1.7
334.487129,46.0125,
334.497289,45.95625,
334.500111,,-1.6
334.507128,45.84375,
334.517284,45.84375,
334.520104,,-1.6
334.527128,45.84375,
334.537299,45.7875,
334.54012,,-1.4
334.547131,45.73125,
334.557284,45.61875,
334.560103,,-1.3
334.567139,45.5625,
334.577291,45.5625,
334.580102,,-1.3
334.587127,45.5625,
334.59729,45.45,
334.600381,,-1.2
334.607138,45.3375,
334.617273,45.3375,
334.620107,,-1.2
334.627121,45.225,
334.637314,45.225,
334.640119,,-1.2
334.647158,45.225,
334.657274,45.1125,
334.660088,,-1.2
334.66713,45,
334.677291,44.94375,
334.680117,,-1.4
334.687138,44.8875,
334.697287,44.83125,
334.700116,,-1.6
334.707136,44.775,
334.717281,44.71875,
334.720101,,-1.6
334.727133,44.6625,
334.737297,44.55,
334.740115,,-1.7
334.747148,44.49375,
334.757295,44.4375,
334.760116,,-1.8
334.76714,44.4375,
334.777286,44.4375,
334.780104,,-1.6
334.787128,44.325,
334.797302,44.2125,
334.800124,,-1.6
334.807139,44.1,
334.817299,44.1,
334.820117,,-1.6
334.827142,44.1,
334.837304,44.1,
334.840112,,-1.7
334.847149,44.04375,
334.857274,43.875,
334.860096,,-1.7
334.867135,43.81875,
334.877285,43.70625,
334.880117,,-1.8
334.887145,43.70625,
334.897291,43.70625,
334.900123,,-1.9
334.907156,43.65,
334.917305,43.5375,
334.920119,,-1.8
334.927143,43.48125,
334.937314,43.425,
334.940143,,-1.8
334.947147,43.36875,
334.957308,43.3125,
334.960126,,-1.7
334.96715,43.3125,
334.97729,42.975,
334.98012,,-1.8
334.98715,42.91875,
334.997318,43.0875,
334.999922,,-1.9
335.007148,43.0875,
335.017289,43.03125,
335.020113,,-1.9
335.027148,42.975,
335.037369,42.75,
335.039955,,-1.8
335.047147,42.75,
335.057302,42.75,
335.059896,,-2.1
335.067137,42.69375,
335.077285,42.69375,
335.080099,,-2
335.08714,42.46875,
335.097317,42.46875,
335.100412,,-1.8
335.107144,42.4125,
335.117308,42.35625,
335.119894,,-2
335.127158,42.35625,
335.137316,42.24375,
335.139886,,-2.1
335.147153,42.1875,
335.157299,42.1875,
335.159879,,-2
335.167151,42.075,
335.177285,41.9625,
335.179869,,-2.1
335.18714,41.9625,
335.197341,41.85,
335.199933,,-2.1
335.20715,41.79375,
335.217296,41.7375,
335.219879,,-1.9
335.227137,41.7375,
335.237328,41.68125,
335.239908,,-1.9
335.247161,41.625,
335.257292,41.56875,
335.259864,,-2
335.267151,41.45625,
335.277291,41.45625,
335.279865,,-2
335.287148,41.34375,
335.29733,41.2875,
335.299926,,-2
335.307162,41.2875,
335.317303,41.175,
335.319883,,-2
335.327151,41.11875,
335.337337,41.0625,
335.339923,,-2
335.347158,41.0625,
335.357301,41.00625,
335.359877,,-2
335.367145,41.00625,
335.3773,40.89375,
335.379878,,-2.1
335.387149,40.78125,
335.39719,40.78125,
335.399998,,-2.1
335.407167,40.66875,
335.417326,40.6125,
335.4199,,-2
335.427146,40.6125,
335.437303,40.55625,
335.439887,,-1.8
335.447158,40.44375,
335.457296,40.44375,
335.459888,,-2
335.467138,40.33125,
335.4773,40.21875,
335.47987,,-2.3
335.487149,40.21875,
335.497313,40.1625,
335.499915,,-2.3
335.507166,40.05,
335.517316,40.05,
335.519896,,-2
335.527147,39.99375,
335.537326,39.88125,
335.539896,,-1.9
335.547163,39.88125,
335.557297,39.825,
335.559891,,-2
335.567158,39.76875,
335.577295,39.76875,
335.579879,,-2.2
335.587151,39.6,
335.597319,39.54375,
335.600424,,-2.1
335.607163,39.54375,
335.61731,39.43125,
335.619896,,-2.1
335.627146,39.375,
335.63731,39.375,
335.639892,,-2
335.647157,39.2625,
335.657305,39.20625,
335.659909,,-2
335.667152,39.15,
335.677294,39.09375,
335.679878,,-2
335.687163,39.09375,
335.697306,38.98125,
335.699898,,-1.9
335.707161,38.925,
335.717319,38.8125,
335.719893,,-1.9
335.727162,38.75625,
335.737328,38.75625,
335.739906,,-2
335.747157,38.7,
335.757321,38.5875,
335.759933,,-2
335.767168,38.5875,
335.777302,38.475,
335.779876,,-2
335.787145,38.41875,
335.797325,38.3625,
335.799919,,-2
335.807156,38.25,
335.817312,38.25,
335.819888,,-2
335.827154,38.19375,
335.83731,38.08125,
335.839892,,-2
335.847177,38.025,
335.857301,37.96875,
335.859905,,-2
335.867155,37.9125,
335.8773,37.9125,
335.879876,,-2
335.887167,37.74375,
335.89732,37.74375,
335.899916,,-2.1
335.907155,37.6875,
335.917309,37.63125,
335.91989,,-2.1
335.927178,37.575,
335.937335,37.4625,
335.939927,,-2.1
335.947146,37.4625,
335.957312,37.35,
335.959914,,-2.1
335.967184,37.35,
335.977318,37.29375,
335.979894,,-2
335.987143,37.18125,
335.997323,37.125,
335.999925,,-1.9
336.007166,37.06875,
336.017309,37.0125,
336.019887,,-2
336.027157,36.9,
336.037328,36.7875,
336.039916,,-2
336.047159,36.7875,
336.057309,36.73125,
336.059909,,-2
336.067152,36.73125,
336.07731,36.61875,
336.079894,,-2
336.087161,36.50625,
336.097317,36.45,
336.100389,,-2
336.107164,36.45,
336.117316,36.39375,
336.119896,,-2
336.127154,36.28125,
336.137323,36.225,
336.139907,,-2
336.147163,36.16875,
336.157315,36.1125,
336.159914,,-1.9
336.167163,36.05625,
336.177343,36,
336.179695,,-1.9
336.187162,35.94375,
336.197334,35.8875,
336.19993,,-1.9
336.207177,35.83125,
336.217318,35.71875,
336.219678,,-1.9
336.22715,35.6625,
336.237321,35.60625,
336.239903,,-2
336.247175,35.49375,
336.257311,35.49375,
336.259917,,-1.9
336.267153,35.38125,
336.277323,35.325,
336.279679,,-1.9
336.287162,35.325,
336.297315,35.2125,
336.299913,,-1.9
336.307155,35.15625,
336.317332,35.1,
336.31968,,-1.8
336.327164,34.9875,
336.337323,34.9875,
336.339673,,-1.8
336.34716,34.93125,
336.357328,34.81875,
336.359926,,-1.7
336.36716,34.7625,
336.377302,34.70625,
336.379653,,-1.7
336.387176,34.65,
336.397318,34.59375,
336.3999,,-1.6
336.407163,34.59375,
336.41732,34.48125,
336.419664,,-1.6
336.427174,34.425,
336.437348,34.36875,
336.439934,,-1.5
336.447165,34.3125,
336.457325,34.3125,
336.459675,,-1.6
336.467157,34.2,
336.477312,34.14375,
336.479669,,-1.5
336.487168,34.03125,
336.497336,34.03125,
336.49994,,-1.4
336.507165,33.975,
336.517323,33.91875,
336.519667,,-1.4
336.527203,33.8625,
336.537334,33.80625,
336.539688,,-1.3
336.54717,33.75,
336.557318,33.6375,
336.559662,,-1.2
336.56718,33.6375,
336.577314,33.6375,
336.579662,,-1.3
336.587161,33.525,
336.597251,33.525,
336.600585,,-1.5
336.607171,33.46875,
336.617316,33.4125,
336.619672,,-1.4
336.627172,33.3,
336.637344,33.3,
336.639932,,-1.3
336.647187,33.24375,
336.657331,33.1875,
336.659679,,-1.4
336.667181,33.075,
336.677325,33.01875,
336.679669,,-1.4
336.6872,32.9625,
336.697326,32.90625,
336.699667,,-1.4
336.707182,32.85,
336.717324,32.79375,
336.719664,,-1.5
336.727178,32.68125,
336.737345,32.68125,
336.739681,,-1.5
336.747163,32.625,
336.75732,32.56875,
336.759668,,-1.4
336.767172,32.5125,
336.777336,32.45625,
336.77968,,-1.3
336.787169,32.45625,
336.797334,32.4,
336.799938,,-1.3
336.807184,32.2875,
336.817318,32.23125,
336.819669,,-1.3
336.827161,32.175,
336.837332,32.175,
336.839915,,-1.3
336.847184,32.11875,
336.857319,32.00625,
336.859672,,-1.4
336.867174,31.95,
336.877331,31.89375,
336.879679,,-1.4
336.887178,31.8375,
336.897357,31.8375,
336.899701,,-1.4
336.907184,31.8375,
336.917337,31.725,
336.919685,,-1.4
336.927173,31.66875,
336.93735,31.6125,
336.939704,,-1.3
336.947213,31.55625,
336.95734,31.5,
336.959696,,-1.2
336.967228,31.44375,
336.977321,31.44375,
336.979666,,-1.2
336.987171,31.33125,
336.997347,31.275,
336.999937,,-1.2
337.007178,31.275,
337.017329,31.1625,
337.019672,,-1.2
337.02717,31.1625,
337.037333,31.1625,
337.039909,,-1.2
337.047185,31.10625,
337.057326,31.05,
337.059666,,-1.1
337.067168,30.99375,
337.077326,30.88125,
337.079672,,-1.2
337.087177,30.88125,
337.097328,30.76875,
337.100406,,-1.2
337.107169,30.76875,
337.117333,30.7125,
337.119681,,-1.3
337.127185,30.6,
337.137343,30.54375,
337.139689,,-1.2
337.147178,30.4875,
337.157353,30.4875,
337.159702,,-1.2
337.167186,30.43125,
337.177323,30.375,
337.179665,,-1.2
337.18717,30.31875,
337.197366,30.2625,
337.199955,,-1.1
337.207193,30.20625,
337.217324,30.20625,
337.21967,,-1.1
337.22717,30.15,
337.237343,30.09375,
337.239925,,-1.1
337.247182,30.09375,
337.257329,29.98125,
337.259677,,-1
337.267189,29.925,
337.277325,29.86875,
337.279671,,-0.9
337.287182,29.8125,
337.297341,29.75625,
337.299941,,-1
337.307187,29.7,
337.317334,29.7,
337.319674,,-1
337.32718,29.64375,
337.337364,29.5875,
337.33971,,-1
337.347177,29.475,
337.357325,29.41875,
337.359675,,-1
337.367187,29.41875,
337.377333,29.30625,
337.379683,,-1
337.387174,29.30625,
337.397354,29.30625,
337.399956,,-1
337.40719,29.25,
337.417331,29.19375,
337.419691,,-0.9
337.427179,29.08125,
337.437341,29.08125,
337.439925,,-0.9
337.447193,29.025,
337.457351,28.96875,
337.459694,,-1
337.467191,28.85625,
337.477351,28.85625,
337.479701,,-1
337.487187,28.8,
337.497346,28.74375,
337.499952,,-1
337.507191,28.6875,
337.517331,28.63125,
337.519685,,-1
337.527182,28.575,
337.537344,28.51875,
337.539702,,-0.9
337.547185,28.4625,
337.557325,28.4625,
337.559683,,-0.8
337.567181,28.35,
337.577333,28.29375,
337.579692,,-0.7
337.58719,28.29375,
337.59733,28.29375,
337.600672,,-0.7
337.607194,28.2375,
337.617338,28.18125,
337.61969,,-0.8
337.627177,28.125,
337.637342,28.0125,
337.639931,,-0.9
337.647207,27.95625,
337.657337,27.95625,
337.659689,,-0.8
337.667185,27.95625,
337.67733,27.9,
337.679692,,-0.7
337.687188,27.84375,
337.697342,27.7875,
337.699934,,-0.4
337.707191,27.73125,
337.717347,27.675,
337.719695,,-0.6
337.727196,27.675,
337.73736,27.61875,
337.73971,,-0.5
337.747196,27.5625,
337.757349,27.45,
337.759703,,-0.4
337.767193,27.39375,
337.777341,27.28125,
337.7797,,-0.6
337.7872,27.28125,
337.797358,27.28125,
337.79995,,-0.5
337.807188,27.225,
337.817337,27.05625,
337.819675,,-0.3
337.827192,27.05625,
337.837347,27.05625,
337.839926,,-0.5
337.847198,26.94375,
337.85734,26.8875,
337.859685,,-0.2
337.867176,26.8875,
337.877327,26.83125,
337.879679,,-0.2
337.887211,26.83125,
337.897356,26.83125,
337.899958,,-0.3
337.907191,26.71875,
337.917329,26.71875,
337.919677,,-0.1
337.927214,26.6625,
337.937352,26.60625,
337.939708,,0
337.947194,26.55,
337.957337,26.49375,
337.959683,,0
337.967038,26.4375,
337.977338,26.38125,
337.979677,,0
337.987186,26.325,
337.997355,26.26875,
337.999941,,0.2
338.007199,26.2125,
338.017332,26.2125,
338.019678,,0
338.027185,26.1,
338.037352,26.1,
338.039938,,0.1
338.047206,26.04375,
338.057348,25.9875,
338.059693,,0.1
338.067208,25.875,
338.077343,25.81875,
338.079691,,0.2
338.087203,25.81875,
338.09736,25.7625,
338.100447,,0.2
338.107206,25.7625,
338.117342,25.70625,
338.119687,,0.4
338.12719,25.59375,
338.137365,25.59375,
338.139708,,0.4
338.14719,25.5375,
338.157343,25.425,
338.159687,,0.5
338.167192,25.425,
338.177346,25.425,
338.179699,,0.4
338.187183,25.36875,
338.197355,25.3125,
338.199951,,0.4
338.207199,25.25625,
338.217346,25.25625,
338.219702,,0.5
338.227199,25.2,
338.237346,25.14375,
338.239936,,0.6
338.247219,25.0875,
338.257343,24.975,
338.259695,,0.6
338.267177,24.975,
338.277347,24.975,
338.279691,,0.6
338.287195,24.91875,
338.297348,24.80625,
338.299942,,0.6
338.307186,24.75,
338.317351,24.75,
338.319691,,0.6
